data,regiao,precipitacao_mm,temperatura_media_c,temperatura_max_c
2020-10-10,Barreiras-BA (Graos),3.33,31.85,39.62
2020-10-11,Barreiras-BA (Graos),33.3,26.21,29.64
2020-10-12,Barreiras-BA (Graos),34.99,23.45,27.19
2020-10-13,Barreiras-BA (Graos),11.75,26.04,31.57
2020-10-14,Barreiras-BA (Graos),0.06,26.41,32.48
2020-10-15,Barreiras-BA (Graos),0.0,25.78,33.35
2020-10-16,Barreiras-BA (Graos),0.0,27.35,34.61
2020-10-17,Barreiras-BA (Graos),0.0,27.25,34.42
2020-10-18,Barreiras-BA (Graos),0.0,28.15,34.44
2020-10-19,Barreiras-BA (Graos),0.04,27.66,33.45
2020-10-20,Barreiras-BA (Graos),0.11,26.77,31.96
2020-10-21,Barreiras-BA (Graos),0.0,28.17,35.48
2020-10-22,Barreiras-BA (Graos),0.07,28.55,35.58
2020-10-23,Barreiras-BA (Graos),1.03,28.73,35.93
2020-10-24,Barreiras-BA (Graos),0.66,28.26,34.36
2020-10-25,Barreiras-BA (Graos),5.51,24.33,26.54
2020-10-26,Barreiras-BA (Graos),0.27,27.48,36.38
2020-10-27,Barreiras-BA (Graos),5.14,26.28,31.86
2020-10-28,Barreiras-BA (Graos),12.32,24.63,28.07
2020-10-29,Barreiras-BA (Graos),6.56,25.9,31.41
2020-10-30,Barreiras-BA (Graos),3.04,25.97,31.3
2020-10-31,Barreiras-BA (Graos),1.96,24.17,27.64
2020-11-01,Barreiras-BA (Graos),1.19,26.2,33.54
2020-11-02,Barreiras-BA (Graos),6.3,24.58,29.51
2020-11-03,Barreiras-BA (Graos),3.96,25.25,30.86
2020-11-04,Barreiras-BA (Graos),18.53,24.99,29.86
2020-11-05,Barreiras-BA (Graos),10.05,24.05,28.64
2020-11-06,Barreiras-BA (Graos),19.25,23.69,27.85
2020-11-07,Barreiras-BA (Graos),1.14,24.11,28.71
2020-11-08,Barreiras-BA (Graos),0.0,25.4,31.94
2020-11-09,Barreiras-BA (Graos),0.0,25.63,32.77
2020-11-10,Barreiras-BA (Graos),0.01,25.59,32.51
2020-11-11,Barreiras-BA (Graos),0.18,26.27,32.84
2020-11-12,Barreiras-BA (Graos),0.0,27.03,33.61
2020-11-13,Barreiras-BA (Graos),0.0,27.2,34.09
2020-11-14,Barreiras-BA (Graos),0.0,27.7,34.15
2020-11-15,Barreiras-BA (Graos),1.39,26.57,33.18
2020-11-16,Barreiras-BA (Graos),25.8,26.1,31.34
2020-11-17,Barreiras-BA (Graos),3.2,24.77,28.26
2020-11-18,Barreiras-BA (Graos),0.92,26.51,31.48
2020-11-19,Barreiras-BA (Graos),4.27,24.62,28.44
2020-11-20,Barreiras-BA (Graos),6.93,25.21,30.33
2020-11-21,Barreiras-BA (Graos),5.0,24.41,28.29
2020-11-22,Barreiras-BA (Graos),1.68,24.58,29.73
2020-11-23,Barreiras-BA (Graos),1.62,25.42,30.97
2020-11-24,Barreiras-BA (Graos),0.0,24.0,29.87
2020-11-25,Barreiras-BA (Graos),0.0,25.04,31.68
2020-11-26,Barreiras-BA (Graos),0.0,24.14,30.28
2020-11-27,Barreiras-BA (Graos),0.0,22.95,27.65
2020-11-28,Barreiras-BA (Graos),0.0,24.2,31.58
2020-11-29,Barreiras-BA (Graos),0.0,24.59,29.88
2020-11-30,Barreiras-BA (Graos),0.0,26.28,33.41
2020-12-01,Barreiras-BA (Graos),0.0,27.79,34.81
2020-12-02,Barreiras-BA (Graos),0.0,28.6,36.02
2020-12-03,Barreiras-BA (Graos),0.0,29.14,36.54
2020-12-04,Barreiras-BA (Graos),0.12,30.18,37.14
2020-12-05,Barreiras-BA (Graos),0.66,28.77,35.46
2020-12-06,Barreiras-BA (Graos),0.49,29.49,37.1
2020-12-07,Barreiras-BA (Graos),0.14,29.78,37.21
2020-12-08,Barreiras-BA (Graos),1.11,29.57,37.1
2020-12-09,Barreiras-BA (Graos),8.02,28.29,34.17
2020-12-10,Barreiras-BA (Graos),5.56,27.2,34.49
2020-12-11,Barreiras-BA (Graos),3.36,27.56,34.4
2020-12-12,Barreiras-BA (Graos),0.02,28.98,35.62
2020-12-13,Barreiras-BA (Graos),0.0,28.44,36.53
2020-12-14,Barreiras-BA (Graos),0.04,28.53,36.5
2020-12-15,Barreiras-BA (Graos),0.01,29.83,37.84
2020-12-16,Barreiras-BA (Graos),0.0,29.43,35.9
2020-12-17,Barreiras-BA (Graos),0.02,30.3,36.51
2020-12-18,Barreiras-BA (Graos),0.17,29.84,36.1
2020-12-19,Barreiras-BA (Graos),0.4,30.76,37.19
2020-12-20,Barreiras-BA (Graos),9.5,29.28,35.02
2020-12-21,Barreiras-BA (Graos),25.13,24.25,27.06
2020-12-22,Barreiras-BA (Graos),16.7,24.61,29.11
2020-12-23,Barreiras-BA (Graos),6.34,24.56,28.94
2020-12-24,Barreiras-BA (Graos),3.44,24.91,29.96
2020-12-25,Barreiras-BA (Graos),0.64,25.85,30.63
2020-12-26,Barreiras-BA (Graos),0.3,26.08,30.88
2020-12-27,Barreiras-BA (Graos),0.13,27.03,32.48
2020-12-28,Barreiras-BA (Graos),0.0,26.79,33.72
2020-12-29,Barreiras-BA (Graos),0.0,27.42,34.1
2020-12-30,Barreiras-BA (Graos),0.02,28.12,34.69
2020-12-31,Barreiras-BA (Graos),0.01,28.61,35.96
2021-01-01,Barreiras-BA (Graos),0.0,29.25,37.18
2021-01-02,Barreiras-BA (Graos),0.2,30.37,37.24
2021-01-03,Barreiras-BA (Graos),0.64,28.4,33.6
2021-01-04,Barreiras-BA (Graos),8.12,24.55,28.28
2021-01-05,Barreiras-BA (Graos),0.02,27.67,35.38
2021-01-06,Barreiras-BA (Graos),0.0,28.64,36.56
2021-01-07,Barreiras-BA (Graos),0.0,29.75,37.36
2021-01-08,Barreiras-BA (Graos),0.34,31.06,38.41
2021-01-09,Barreiras-BA (Graos),1.13,31.05,38.14
2021-01-10,Barreiras-BA (Graos),12.76,28.29,33.78
2021-01-11,Barreiras-BA (Graos),0.55,28.55,34.67
2021-01-12,Barreiras-BA (Graos),8.72,26.33,31.28
2021-01-13,Barreiras-BA (Graos),1.94,26.07,32.38
2021-01-14,Barreiras-BA (Graos),3.18,25.3,30.7
2021-01-15,Barreiras-BA (Graos),8.64,25.43,29.9
2021-01-16,Barreiras-BA (Graos),1.76,25.55,30.81
2021-01-17,Barreiras-BA (Graos),1.41,25.69,30.32
2021-01-18,Barreiras-BA (Graos),0.07,27.16,33.71
2021-01-19,Barreiras-BA (Graos),0.02,26.95,34.41
2021-01-20,Barreiras-BA (Graos),0.01,27.42,33.73
2021-01-21,Barreiras-BA (Graos),0.68,27.97,34.96
2021-01-22,Barreiras-BA (Graos),0.05,29.19,36.7
2021-01-23,Barreiras-BA (Graos),0.0,28.44,34.97
2021-01-24,Barreiras-BA (Graos),0.07,29.2,36.26
2021-01-25,Barreiras-BA (Graos),0.48,28.94,36.33
2021-01-26,Barreiras-BA (Graos),0.05,29.1,36.09
2021-01-27,Barreiras-BA (Graos),0.0,28.95,34.43
2021-01-28,Barreiras-BA (Graos),0.0,29.97,36.72
2021-01-29,Barreiras-BA (Graos),0.0,30.26,36.48
2021-01-30,Barreiras-BA (Graos),0.71,30.51,36.22
2021-01-31,Barreiras-BA (Graos),5.61,29.74,35.52
2021-02-01,Barreiras-BA (Graos),3.76,28.06,34.13
2021-02-02,Barreiras-BA (Graos),0.71,27.46,32.98
2021-02-03,Barreiras-BA (Graos),1.2,27.34,32.59
2021-02-04,Barreiras-BA (Graos),16.25,25.34,28.74
2021-02-05,Barreiras-BA (Graos),7.25,26.57,32.34
2021-02-06,Barreiras-BA (Graos),17.71,24.23,28.27
2021-02-07,Barreiras-BA (Graos),9.05,25.04,30.53
2021-02-08,Barreiras-BA (Graos),0.72,24.78,29.57
2021-02-09,Barreiras-BA (Graos),7.4,25.24,30.41
2021-02-10,Barreiras-BA (Graos),18.32,24.19,28.24
2021-02-11,Barreiras-BA (Graos),3.49,25.19,29.63
2021-02-12,Barreiras-BA (Graos),0.26,25.02,29.7
2021-02-13,Barreiras-BA (Graos),0.97,26.11,31.47
2021-02-14,Barreiras-BA (Graos),1.12,26.22,31.5
2021-02-15,Barreiras-BA (Graos),5.51,25.38,29.89
2021-02-16,Barreiras-BA (Graos),8.58,24.03,28.75
2021-02-17,Barreiras-BA (Graos),24.5,23.73,27.52
2021-02-18,Barreiras-BA (Graos),13.22,23.77,28.01
2021-02-19,Barreiras-BA (Graos),25.72,22.62,25.27
2021-02-20,Barreiras-BA (Graos),8.64,23.39,27.76
2021-02-21,Barreiras-BA (Graos),6.85,23.23,26.71
2021-02-22,Barreiras-BA (Graos),0.97,24.1,28.36
2021-02-23,Barreiras-BA (Graos),6.74,24.51,29.46
2021-02-24,Barreiras-BA (Graos),2.85,24.14,28.45
2021-02-25,Barreiras-BA (Graos),8.44,24.26,28.39
2021-02-26,Barreiras-BA (Graos),7.86,23.87,26.93
2021-02-27,Barreiras-BA (Graos),5.85,22.87,25.5
2021-02-28,Barreiras-BA (Graos),3.37,22.89,27.46
2021-03-01,Barreiras-BA (Graos),0.78,23.23,28.27
2021-03-02,Barreiras-BA (Graos),0.45,24.25,29.1
2021-03-03,Barreiras-BA (Graos),0.0,24.59,29.67
2021-03-04,Barreiras-BA (Graos),0.0,24.78,30.97
2021-03-05,Barreiras-BA (Graos),0.0,25.54,31.84
2021-03-06,Barreiras-BA (Graos),0.0,26.47,32.89
2021-03-07,Barreiras-BA (Graos),0.41,26.24,32.6
2021-03-08,Barreiras-BA (Graos),1.49,25.32,30.12
2021-03-09,Barreiras-BA (Graos),1.04,25.03,29.52
2021-03-10,Barreiras-BA (Graos),1.73,25.9,31.54
2021-03-11,Barreiras-BA (Graos),1.19,25.36,30.65
2021-03-12,Barreiras-BA (Graos),1.05,26.57,33.21
2021-03-13,Barreiras-BA (Graos),0.11,26.36,33.69
2021-03-14,Barreiras-BA (Graos),0.93,26.88,33.33
2021-03-15,Barreiras-BA (Graos),2.33,26.74,33.43
2021-03-16,Barreiras-BA (Graos),0.21,27.41,33.47
2021-03-17,Barreiras-BA (Graos),9.27,27.3,32.83
2021-03-18,Barreiras-BA (Graos),0.68,26.86,32.0
2021-03-19,Barreiras-BA (Graos),1.37,26.7,32.37
2021-03-20,Barreiras-BA (Graos),0.48,25.8,30.64
2021-03-21,Barreiras-BA (Graos),0.03,26.61,34.4
2021-03-22,Barreiras-BA (Graos),0.0,26.45,32.33
2021-03-23,Barreiras-BA (Graos),0.04,27.65,35.33
2021-03-24,Barreiras-BA (Graos),0.0,27.4,35.66
2021-03-25,Barreiras-BA (Graos),0.01,27.53,35.84
2021-03-26,Barreiras-BA (Graos),0.0,27.34,35.61
2021-03-27,Barreiras-BA (Graos),0.0,28.24,35.35
2021-03-28,Barreiras-BA (Graos),0.0,28.46,36.81
2021-03-29,Barreiras-BA (Graos),0.0,28.32,35.47
2021-03-30,Barreiras-BA (Graos),0.02,29.72,37.49
2021-03-31,Barreiras-BA (Graos),0.71,30.32,38.33
2021-04-01,Barreiras-BA (Graos),2.14,29.03,36.63
2021-04-02,Barreiras-BA (Graos),12.78,26.87,31.91
2021-04-03,Barreiras-BA (Graos),0.62,27.92,34.55
2021-04-04,Barreiras-BA (Graos),0.02,28.89,35.35
2021-04-05,Barreiras-BA (Graos),0.01,29.1,35.81
2021-04-06,Barreiras-BA (Graos),0.09,28.18,34.87
2021-04-07,Barreiras-BA (Graos),2.34,28.1,34.5
2021-04-08,Barreiras-BA (Graos),2.69,26.76,32.31
2021-04-09,Barreiras-BA (Graos),0.0,26.02,31.45
2021-04-10,Barreiras-BA (Graos),0.0,25.18,29.78
2021-04-11,Barreiras-BA (Graos),0.01,26.58,33.74
2021-04-12,Barreiras-BA (Graos),0.02,27.43,34.04
2021-04-13,Barreiras-BA (Graos),0.0,27.3,31.77
2021-04-14,Barreiras-BA (Graos),0.08,28.3,34.47
2021-04-15,Barreiras-BA (Graos),0.01,27.53,34.45
2021-04-16,Barreiras-BA (Graos),0.0,27.4,35.24
2021-04-17,Barreiras-BA (Graos),0.85,27.15,33.78
2021-04-18,Barreiras-BA (Graos),0.94,25.59,29.55
2021-04-19,Barreiras-BA (Graos),22.04,24.68,29.86
2021-04-20,Barreiras-BA (Graos),4.76,24.04,29.27
2021-04-21,Barreiras-BA (Graos),9.8,24.35,28.96
2021-04-22,Barreiras-BA (Graos),7.97,24.09,28.21
2021-04-23,Barreiras-BA (Graos),2.68,24.85,29.77
2021-04-24,Barreiras-BA (Graos),5.79,25.07,29.98
2021-04-25,Barreiras-BA (Graos),15.93,24.54,28.12
2021-04-26,Barreiras-BA (Graos),22.17,24.22,28.4
2021-04-27,Barreiras-BA (Graos),13.11,23.94,28.8
2021-04-28,Barreiras-BA (Graos),1.28,24.68,30.05
2021-04-29,Barreiras-BA (Graos),0.13,23.93,29.6
2021-04-30,Barreiras-BA (Graos),0.0,24.32,30.1
2021-05-01,Barreiras-BA (Graos),0.0,23.87,29.41
2021-05-02,Barreiras-BA (Graos),0.0,22.88,26.92
2021-05-03,Barreiras-BA (Graos),0.0,22.99,29.65
2021-05-04,Barreiras-BA (Graos),0.0,23.05,29.85
2021-05-05,Barreiras-BA (Graos),0.01,24.22,30.49
2021-05-06,Barreiras-BA (Graos),0.15,23.17,26.33
2021-05-07,Barreiras-BA (Graos),0.0,24.41,30.41
2021-05-08,Barreiras-BA (Graos),0.0,25.41,31.87
2021-05-09,Barreiras-BA (Graos),0.0,25.23,31.62
2021-05-10,Barreiras-BA (Graos),0.0,24.53,30.8
2021-05-11,Barreiras-BA (Graos),0.01,23.85,31.22
2021-05-12,Barreiras-BA (Graos),0.07,23.33,31.46
2021-05-13,Barreiras-BA (Graos),0.0,23.89,32.1
2021-05-14,Barreiras-BA (Graos),0.06,24.41,33.13
2021-05-15,Barreiras-BA (Graos),0.0,23.89,31.87
2021-05-16,Barreiras-BA (Graos),0.0,23.37,30.61
2021-05-17,Barreiras-BA (Graos),0.0,24.13,31.09
2021-05-18,Barreiras-BA (Graos),0.08,24.59,32.33
2021-05-19,Barreiras-BA (Graos),0.01,26.37,33.98
2021-05-20,Barreiras-BA (Graos),0.0,26.7,34.3
2021-05-21,Barreiras-BA (Graos),0.0,27.44,34.79
2021-05-22,Barreiras-BA (Graos),0.0,27.26,34.58
2021-05-23,Barreiras-BA (Graos),0.0,27.3,35.14
2021-05-24,Barreiras-BA (Graos),0.0,26.96,35.61
2021-05-25,Barreiras-BA (Graos),0.0,26.87,36.0
2021-05-26,Barreiras-BA (Graos),0.04,25.09,34.61
2021-05-27,Barreiras-BA (Graos),0.0,25.3,34.84
2021-05-28,Barreiras-BA (Graos),0.0,25.78,34.14
2021-05-29,Barreiras-BA (Graos),0.04,25.81,33.37
2021-05-30,Barreiras-BA (Graos),0.0,26.11,34.44
2021-05-31,Barreiras-BA (Graos),0.0,25.41,33.7
2021-06-01,Barreiras-BA (Graos),3.08,26.31,34.0
2021-06-02,Barreiras-BA (Graos),0.4,26.44,33.64
2021-06-03,Barreiras-BA (Graos),0.17,26.49,33.83
2021-06-04,Barreiras-BA (Graos),0.0,25.77,33.81
2021-06-05,Barreiras-BA (Graos),0.0,26.43,32.68
2021-06-06,Barreiras-BA (Graos),0.0,25.87,33.06
2021-06-07,Barreiras-BA (Graos),0.0,25.89,32.34
2021-06-08,Barreiras-BA (Graos),0.03,26.42,33.82
2021-06-09,Barreiras-BA (Graos),0.0,26.18,34.66
2021-06-10,Barreiras-BA (Graos),2.58,25.85,32.26
2021-06-11,Barreiras-BA (Graos),0.1,27.01,33.44
2021-06-12,Barreiras-BA (Graos),0.0,27.68,34.51
2021-06-13,Barreiras-BA (Graos),0.0,26.65,32.25
2021-06-14,Barreiras-BA (Graos),0.0,26.8,33.24
2021-06-15,Barreiras-BA (Graos),2.51,25.95,32.33
2021-06-16,Barreiras-BA (Graos),0.0,26.22,32.52
2021-06-17,Barreiras-BA (Graos),0.0,26.61,32.67
2021-06-18,Barreiras-BA (Graos),0.0,26.15,32.96
2021-06-19,Barreiras-BA (Graos),0.0,25.44,32.39
2021-06-20,Barreiras-BA (Graos),0.0,25.06,33.04
2021-06-21,Barreiras-BA (Graos),0.0,25.21,34.1
2021-06-22,Barreiras-BA (Graos),0.0,25.53,34.22
2021-06-23,Barreiras-BA (Graos),0.0,25.5,33.94
2021-06-24,Barreiras-BA (Graos),0.0,25.88,32.57
2021-06-25,Barreiras-BA (Graos),0.0,26.13,33.47
2021-06-26,Barreiras-BA (Graos),0.0,23.89,32.04
2021-06-27,Barreiras-BA (Graos),0.0,23.02,31.22
2021-06-28,Barreiras-BA (Graos),0.0,22.92,31.0
2021-06-29,Barreiras-BA (Graos),0.0,23.32,31.39
2021-06-30,Barreiras-BA (Graos),0.0,24.08,32.53
2021-07-01,Barreiras-BA (Graos),0.0,24.99,32.86
2021-07-02,Barreiras-BA (Graos),0.12,25.1,32.19
2021-07-03,Barreiras-BA (Graos),0.33,24.02,31.4
2021-07-04,Barreiras-BA (Graos),0.0,23.48,32.16
2021-07-05,Barreiras-BA (Graos),0.73,24.69,32.66
2021-07-06,Barreiras-BA (Graos),0.08,25.04,32.32
2021-07-07,Barreiras-BA (Graos),0.0,25.11,32.75
2021-07-08,Barreiras-BA (Graos),0.0,23.9,32.22
2021-07-09,Barreiras-BA (Graos),0.0,23.88,31.92
2021-07-10,Barreiras-BA (Graos),0.0,24.66,31.12
2021-07-11,Barreiras-BA (Graos),0.01,24.96,32.12
2021-07-12,Barreiras-BA (Graos),0.0,24.89,32.25
2021-07-13,Barreiras-BA (Graos),0.0,24.22,32.02
2021-07-14,Barreiras-BA (Graos),0.0,24.64,32.65
2021-07-15,Barreiras-BA (Graos),0.0,25.52,33.41
2021-07-16,Barreiras-BA (Graos),0.0,25.35,33.05
2021-07-17,Barreiras-BA (Graos),0.0,26.2,33.93
2021-07-18,Barreiras-BA (Graos),0.0,26.34,35.19
2021-07-19,Barreiras-BA (Graos),0.0,26.11,35.13
2021-07-20,Barreiras-BA (Graos),0.0,25.81,34.67
2021-07-21,Barreiras-BA (Graos),0.0,26.32,33.22
2021-07-22,Barreiras-BA (Graos),0.0,25.51,32.58
2021-07-23,Barreiras-BA (Graos),0.0,24.27,31.96
2021-07-24,Barreiras-BA (Graos),0.01,23.45,31.41
2021-07-25,Barreiras-BA (Graos),1.11,23.81,31.53
2021-07-26,Barreiras-BA (Graos),0.0,23.86,32.07
2021-07-27,Barreiras-BA (Graos),0.0,24.98,32.55
2021-07-28,Barreiras-BA (Graos),0.0,26.83,34.24
2021-07-29,Barreiras-BA (Graos),0.0,26.07,34.39
2021-07-30,Barreiras-BA (Graos),0.0,26.31,34.96
2021-07-31,Barreiras-BA (Graos),0.0,26.57,33.05
2021-08-01,Barreiras-BA (Graos),0.0,24.67,31.58
2021-08-02,Barreiras-BA (Graos),0.0,23.0,30.84
2021-08-03,Barreiras-BA (Graos),0.0,23.35,32.25
2021-08-04,Barreiras-BA (Graos),0.0,24.28,32.53
2021-08-05,Barreiras-BA (Graos),0.0,24.09,31.18
2021-08-06,Barreiras-BA (Graos),0.0,24.77,31.64
2021-08-07,Barreiras-BA (Graos),0.0,23.74,31.17
2021-08-08,Barreiras-BA (Graos),0.0,23.19,31.43
2021-08-09,Barreiras-BA (Graos),0.0,24.21,32.22
2021-08-10,Barreiras-BA (Graos),0.0,25.58,33.8
2021-08-11,Barreiras-BA (Graos),0.0,25.88,34.85
2021-08-12,Barreiras-BA (Graos),0.0,26.95,35.97
2021-08-13,Barreiras-BA (Graos),0.0,25.43,33.58
2021-08-14,Barreiras-BA (Graos),0.0,24.5,33.34
2021-08-15,Barreiras-BA (Graos),0.0,24.98,34.11
2021-08-16,Barreiras-BA (Graos),0.0,25.28,33.72
2021-08-17,Barreiras-BA (Graos),0.0,25.51,33.92
2021-08-18,Barreiras-BA (Graos),0.0,24.79,32.98
2021-08-19,Barreiras-BA (Graos),0.0,24.19,31.94
2021-08-20,Barreiras-BA (Graos),0.0,24.45,32.87
2021-08-21,Barreiras-BA (Graos),0.0,25.8,33.13
2021-08-22,Barreiras-BA (Graos),0.0,25.18,33.45
2021-08-23,Barreiras-BA (Graos),0.0,25.91,33.55
2021-08-24,Barreiras-BA (Graos),0.0,26.83,34.27
2021-08-25,Barreiras-BA (Graos),0.0,27.71,34.38
2021-08-26,Barreiras-BA (Graos),0.0,28.18,34.87
2021-08-27,Barreiras-BA (Graos),0.0,27.8,34.25
2021-08-28,Barreiras-BA (Graos),0.27,27.7,34.84
2021-08-29,Barreiras-BA (Graos),2.46,27.61,34.01
2021-08-30,Barreiras-BA (Graos),0.08,27.7,34.57
2021-08-31,Barreiras-BA (Graos),0.34,27.77,34.61
2021-09-01,Barreiras-BA (Graos),1.31,26.95,33.09
2021-09-02,Barreiras-BA (Graos),0.09,26.52,33.42
2021-09-03,Barreiras-BA (Graos),0.0,27.03,34.02
2021-09-04,Barreiras-BA (Graos),0.0,28.42,34.85
2021-09-05,Barreiras-BA (Graos),0.0,28.86,34.04
2021-09-06,Barreiras-BA (Graos),0.0,30.56,38.38
2021-09-07,Barreiras-BA (Graos),0.0,30.02,38.34
2021-09-08,Barreiras-BA (Graos),0.0,27.79,36.67
2021-09-09,Barreiras-BA (Graos),0.0,27.58,37.01
2021-09-10,Barreiras-BA (Graos),0.0,28.42,37.45
2021-09-11,Barreiras-BA (Graos),0.0,29.62,37.94
2021-09-12,Barreiras-BA (Graos),0.0,28.31,37.42
2021-09-13,Barreiras-BA (Graos),1.88,27.72,36.31
2021-09-14,Barreiras-BA (Graos),1.83,27.94,36.9
2021-09-15,Barreiras-BA (Graos),0.0,27.89,37.49
2021-09-16,Barreiras-BA (Graos),1.97,26.82,36.82
2021-09-17,Barreiras-BA (Graos),0.0,26.25,34.89
2021-09-18,Barreiras-BA (Graos),0.0,26.28,34.84
2021-09-19,Barreiras-BA (Graos),0.0,26.77,35.94
2021-09-20,Barreiras-BA (Graos),0.0,27.9,37.48
2021-09-21,Barreiras-BA (Graos),0.07,29.22,37.73
2021-09-22,Barreiras-BA (Graos),0.0,30.67,39.25
2021-09-23,Barreiras-BA (Graos),4.58,28.75,36.96
2021-09-24,Barreiras-BA (Graos),2.03,28.68,35.4
2021-09-25,Barreiras-BA (Graos),1.51,28.15,35.03
2021-09-26,Barreiras-BA (Graos),0.69,28.2,34.68
2021-09-27,Barreiras-BA (Graos),0.0,29.0,36.49
2021-09-28,Barreiras-BA (Graos),0.0,30.34,36.53
2021-09-29,Barreiras-BA (Graos),0.02,30.29,36.84
2021-09-30,Barreiras-BA (Graos),0.0,31.03,37.7
2021-10-01,Barreiras-BA (Graos),0.12,31.61,38.08
2021-10-02,Barreiras-BA (Graos),0.06,31.3,38.2
2021-10-03,Barreiras-BA (Graos),0.0,30.32,38.46
2021-10-04,Barreiras-BA (Graos),0.0,30.36,38.7
2021-10-05,Barreiras-BA (Graos),0.0,30.29,39.48
2021-10-06,Barreiras-BA (Graos),0.0,30.8,39.25
2021-10-07,Barreiras-BA (Graos),0.0,30.61,38.46
2021-10-08,Barreiras-BA (Graos),0.0,30.57,39.23
2021-10-09,Barreiras-BA (Graos),0.0,30.48,39.04
2021-10-10,Barreiras-BA (Graos),3.91,30.39,38.49
2021-10-11,Barreiras-BA (Graos),1.18,29.5,36.19
2021-10-12,Barreiras-BA (Graos),0.86,30.02,36.15
2021-10-13,Barreiras-BA (Graos),1.61,30.3,36.49
2021-10-14,Barreiras-BA (Graos),3.08,28.83,34.56
2021-10-15,Barreiras-BA (Graos),0.52,29.47,37.62
2021-10-16,Barreiras-BA (Graos),2.35,27.7,33.79
2021-10-17,Barreiras-BA (Graos),0.03,29.11,36.25
2021-10-18,Barreiras-BA (Graos),0.85,29.95,35.68
2021-10-19,Barreiras-BA (Graos),4.1,29.15,35.7
2021-10-20,Barreiras-BA (Graos),4.35,28.18,33.01
2021-10-21,Barreiras-BA (Graos),28.06,28.14,32.55
2021-10-22,Barreiras-BA (Graos),5.7,26.72,31.31
2021-10-23,Barreiras-BA (Graos),8.32,25.39,28.86
2021-10-24,Barreiras-BA (Graos),4.49,25.79,30.91
2021-10-25,Barreiras-BA (Graos),13.91,25.79,31.02
2021-10-26,Barreiras-BA (Graos),0.2,27.13,32.81
2021-10-27,Barreiras-BA (Graos),0.01,26.51,33.21
2021-10-28,Barreiras-BA (Graos),0.01,26.38,33.02
2021-10-29,Barreiras-BA (Graos),0.04,27.11,32.97
2021-10-30,Barreiras-BA (Graos),4.43,27.32,32.92
2021-10-31,Barreiras-BA (Graos),0.46,27.62,33.42
2021-11-01,Barreiras-BA (Graos),1.62,27.62,34.2
2021-11-02,Barreiras-BA (Graos),7.2,26.8,32.63
2021-11-03,Barreiras-BA (Graos),1.2,26.26,31.61
2021-11-04,Barreiras-BA (Graos),11.07,25.31,29.6
2021-11-05,Barreiras-BA (Graos),3.86,25.41,30.64
2021-11-06,Barreiras-BA (Graos),7.97,25.73,30.78
2021-11-07,Barreiras-BA (Graos),9.89,23.69,26.36
2021-11-08,Barreiras-BA (Graos),11.91,25.21,30.28
2021-11-09,Barreiras-BA (Graos),17.44,24.6,29.12
2021-11-10,Barreiras-BA (Graos),8.16,23.74,26.72
2021-11-11,Barreiras-BA (Graos),0.13,25.07,30.17
2021-11-12,Barreiras-BA (Graos),1.44,25.95,31.18
2021-11-13,Barreiras-BA (Graos),4.71,26.02,30.77
2021-11-14,Barreiras-BA (Graos),13.36,22.81,25.47
2021-11-15,Barreiras-BA (Graos),0.7,24.23,29.17
2021-11-16,Barreiras-BA (Graos),2.7,24.57,29.22
2021-11-17,Barreiras-BA (Graos),0.34,25.85,31.72
2021-11-18,Barreiras-BA (Graos),0.05,26.52,31.16
2021-11-19,Barreiras-BA (Graos),0.25,27.48,32.65
2021-11-20,Barreiras-BA (Graos),0.13,27.25,32.57
2021-11-21,Barreiras-BA (Graos),0.31,27.87,34.19
2021-11-22,Barreiras-BA (Graos),0.08,28.25,34.78
2021-11-23,Barreiras-BA (Graos),12.35,27.65,32.57
2021-11-24,Barreiras-BA (Graos),2.64,27.0,32.7
2021-11-25,Barreiras-BA (Graos),0.19,26.96,34.11
2021-11-26,Barreiras-BA (Graos),1.02,27.06,34.31
2021-11-27,Barreiras-BA (Graos),26.58,25.81,30.83
2021-11-28,Barreiras-BA (Graos),31.71,24.51,28.15
2021-11-29,Barreiras-BA (Graos),5.35,24.22,28.55
2021-11-30,Barreiras-BA (Graos),7.42,24.58,29.46
2021-12-01,Barreiras-BA (Graos),13.36,23.46,27.13
2021-12-02,Barreiras-BA (Graos),9.08,24.3,29.85
2021-12-03,Barreiras-BA (Graos),10.6,25.7,30.57
2021-12-04,Barreiras-BA (Graos),14.21,23.91,28.12
2021-12-05,Barreiras-BA (Graos),3.54,24.38,28.78
2021-12-06,Barreiras-BA (Graos),8.13,24.71,28.8
2021-12-07,Barreiras-BA (Graos),7.35,25.32,29.61
2021-12-08,Barreiras-BA (Graos),22.5,25.07,29.56
2021-12-09,Barreiras-BA (Graos),29.82,24.1,27.5
2021-12-10,Barreiras-BA (Graos),8.01,24.97,29.17
2021-12-11,Barreiras-BA (Graos),12.89,24.46,28.82
2021-12-12,Barreiras-BA (Graos),6.1,23.94,27.1
2021-12-13,Barreiras-BA (Graos),0.05,24.71,28.14
2021-12-14,Barreiras-BA (Graos),0.07,24.86,28.85
2021-12-15,Barreiras-BA (Graos),0.15,24.76,27.94
2021-12-16,Barreiras-BA (Graos),0.21,24.99,29.04
2021-12-17,Barreiras-BA (Graos),0.04,25.51,29.89
2021-12-18,Barreiras-BA (Graos),4.42,24.87,29.19
2021-12-19,Barreiras-BA (Graos),4.14,25.0,29.64
