data,regiao,precipitacao_mm,temperatura_media_c,temperatura_max_c
2015-01-01,Barreiras-BA (Graos),0.08,26.83,33.37
2015-01-02,Barreiras-BA (Graos),0.0,26.17,33.68
2015-01-03,Barreiras-BA (Graos),0.01,27.29,34.9
2015-01-04,Barreiras-BA (Graos),0.28,26.38,33.48
2015-01-05,Barreiras-BA (Graos),0.77,27.24,33.58
2015-01-06,Barreiras-BA (Graos),0.14,28.27,34.93
2015-01-07,Barreiras-BA (Graos),1.36,28.25,34.31
2015-01-08,Barreiras-BA (Graos),0.36,27.42,33.69
2015-01-09,Barreiras-BA (Graos),0.04,28.41,34.98
2015-01-10,Barreiras-BA (Graos),1.67,28.14,33.85
2015-01-11,Barreiras-BA (Graos),0.02,28.42,33.94
2015-01-12,Barreiras-BA (Graos),0.0,27.48,33.32
2015-01-13,Barreiras-BA (Graos),0.0,27.19,33.29
2015-01-14,Barreiras-BA (Graos),0.0,27.45,34.48
2015-01-15,Barreiras-BA (Graos),0.0,28.54,35.44
2015-01-16,Barreiras-BA (Graos),0.16,27.26,32.82
2015-01-17,Barreiras-BA (Graos),0.11,28.71,35.13
2015-01-18,Barreiras-BA (Graos),0.09,29.69,35.75
2015-01-19,Barreiras-BA (Graos),0.25,28.13,33.6
2015-01-20,Barreiras-BA (Graos),1.13,29.06,36.16
2015-01-21,Barreiras-BA (Graos),3.68,26.31,31.18
2015-01-22,Barreiras-BA (Graos),16.16,24.81,30.73
2015-01-23,Barreiras-BA (Graos),8.63,24.91,31.02
2015-01-24,Barreiras-BA (Graos),7.57,24.87,30.06
2015-01-25,Barreiras-BA (Graos),44.62,23.47,26.47
2015-01-26,Barreiras-BA (Graos),27.99,23.3,27.0
2015-01-27,Barreiras-BA (Graos),0.03,24.86,28.77
2015-01-28,Barreiras-BA (Graos),0.0,25.24,30.25
2015-01-29,Barreiras-BA (Graos),0.0,24.85,30.63
2015-01-30,Barreiras-BA (Graos),0.08,25.24,31.39
2015-01-31,Barreiras-BA (Graos),4.0,25.54,29.86
2015-02-01,Barreiras-BA (Graos),0.61,24.78,28.8
2015-02-02,Barreiras-BA (Graos),1.11,23.88,27.62
2015-02-03,Barreiras-BA (Graos),2.02,24.14,29.03
2015-02-04,Barreiras-BA (Graos),7.1,23.8,28.57
2015-02-05,Barreiras-BA (Graos),2.26,23.57,27.99
2015-02-06,Barreiras-BA (Graos),27.05,22.61,25.71
2015-02-07,Barreiras-BA (Graos),43.95,22.79,26.19
2015-02-08,Barreiras-BA (Graos),7.04,23.13,27.21
2015-02-09,Barreiras-BA (Graos),2.32,22.37,25.47
2015-02-10,Barreiras-BA (Graos),0.25,24.36,28.74
2015-02-11,Barreiras-BA (Graos),0.0,24.52,29.77
2015-02-12,Barreiras-BA (Graos),0.0,24.75,29.91
2015-02-13,Barreiras-BA (Graos),0.01,24.73,30.46
2015-02-14,Barreiras-BA (Graos),0.0,24.55,29.55
2015-02-15,Barreiras-BA (Graos),0.51,24.63,29.9
2015-02-16,Barreiras-BA (Graos),0.75,25.15,29.73
2015-02-17,Barreiras-BA (Graos),0.44,25.02,29.46
2015-02-18,Barreiras-BA (Graos),1.47,23.95,28.23
2015-02-19,Barreiras-BA (Graos),8.41,23.72,28.41
2015-02-20,Barreiras-BA (Graos),1.9,23.29,27.25
2015-02-21,Barreiras-BA (Graos),0.47,24.76,30.02
2015-02-22,Barreiras-BA (Graos),5.15,24.71,30.88
2015-02-23,Barreiras-BA (Graos),5.55,23.54,29.94
2015-02-24,Barreiras-BA (Graos),2.9,23.25,28.1
2015-02-25,Barreiras-BA (Graos),0.13,24.87,30.36
2015-02-26,Barreiras-BA (Graos),0.74,25.23,29.94
2015-02-27,Barreiras-BA (Graos),1.47,25.95,30.8
2015-02-28,Barreiras-BA (Graos),2.27,25.72,30.44
2015-03-01,Barreiras-BA (Graos),3.81,25.44,29.74
2015-03-02,Barreiras-BA (Graos),0.82,24.97,30.04
2015-03-03,Barreiras-BA (Graos),1.04,26.05,31.42
2015-03-04,Barreiras-BA (Graos),3.73,25.21,29.73
2015-03-05,Barreiras-BA (Graos),0.13,26.27,32.99
2015-03-06,Barreiras-BA (Graos),0.19,27.23,33.49
2015-03-07,Barreiras-BA (Graos),2.24,26.27,31.33
2015-03-08,Barreiras-BA (Graos),2.1,26.68,32.72
2015-03-09,Barreiras-BA (Graos),0.17,27.88,34.04
2015-03-10,Barreiras-BA (Graos),1.11,28.17,34.49
2015-03-11,Barreiras-BA (Graos),12.87,25.54,30.33
2015-03-12,Barreiras-BA (Graos),2.44,25.39,30.23
2015-03-13,Barreiras-BA (Graos),0.01,27.05,33.2
2015-03-14,Barreiras-BA (Graos),0.0,26.76,33.12
2015-03-15,Barreiras-BA (Graos),0.02,27.82,34.25
2015-03-16,Barreiras-BA (Graos),2.02,27.56,33.43
2015-03-17,Barreiras-BA (Graos),1.44,25.43,30.12
2015-03-18,Barreiras-BA (Graos),5.93,23.89,29.03
2015-03-19,Barreiras-BA (Graos),26.94,23.48,27.28
2015-03-20,Barreiras-BA (Graos),25.34,22.91,26.67
2015-03-21,Barreiras-BA (Graos),15.14,23.14,27.31
2015-03-22,Barreiras-BA (Graos),7.31,23.51,27.68
2015-03-23,Barreiras-BA (Graos),4.49,23.08,26.29
2015-03-24,Barreiras-BA (Graos),0.47,23.51,27.35
2015-03-25,Barreiras-BA (Graos),0.31,24.97,29.57
2015-03-26,Barreiras-BA (Graos),1.75,25.18,29.22
2015-03-27,Barreiras-BA (Graos),1.58,25.25,29.46
2015-03-28,Barreiras-BA (Graos),0.49,25.85,30.74
2015-03-29,Barreiras-BA (Graos),0.33,25.96,30.97
2015-03-30,Barreiras-BA (Graos),0.21,26.52,31.79
2015-03-31,Barreiras-BA (Graos),0.05,27.18,32.06
2015-04-01,Barreiras-BA (Graos),0.01,27.3,32.68
2015-04-02,Barreiras-BA (Graos),1.39,27.37,33.7
2015-04-03,Barreiras-BA (Graos),0.94,27.15,33.44
2015-04-04,Barreiras-BA (Graos),3.48,27.29,32.94
2015-04-05,Barreiras-BA (Graos),1.97,26.88,32.23
2015-04-06,Barreiras-BA (Graos),8.4,26.27,30.86
2015-04-07,Barreiras-BA (Graos),5.74,25.32,30.07
2015-04-08,Barreiras-BA (Graos),8.41,24.93,29.19
2015-04-09,Barreiras-BA (Graos),0.63,23.69,27.45
2015-04-10,Barreiras-BA (Graos),1.24,25.49,31.23
2015-04-11,Barreiras-BA (Graos),0.88,25.52,31.8
2015-04-12,Barreiras-BA (Graos),3.67,25.64,30.63
2015-04-13,Barreiras-BA (Graos),1.41,25.83,30.67
2015-04-14,Barreiras-BA (Graos),0.64,26.05,30.69
2015-04-15,Barreiras-BA (Graos),3.88,25.25,29.65
2015-04-16,Barreiras-BA (Graos),1.01,24.56,28.41
2015-04-17,Barreiras-BA (Graos),1.88,25.08,30.22
2015-04-18,Barreiras-BA (Graos),1.71,26.04,31.91
2015-04-19,Barreiras-BA (Graos),0.23,27.0,33.11
2015-04-20,Barreiras-BA (Graos),1.22,26.7,32.57
2015-04-21,Barreiras-BA (Graos),1.62,27.21,32.91
2015-04-22,Barreiras-BA (Graos),13.3,26.69,31.95
2015-04-23,Barreiras-BA (Graos),13.6,26.07,30.78
2015-04-24,Barreiras-BA (Graos),0.43,25.69,30.5
2015-04-25,Barreiras-BA (Graos),13.63,25.29,29.89
2015-04-26,Barreiras-BA (Graos),16.68,23.35,26.91
2015-04-27,Barreiras-BA (Graos),27.89,23.67,27.78
2015-04-28,Barreiras-BA (Graos),3.36,23.41,26.73
2015-04-29,Barreiras-BA (Graos),23.2,23.11,26.91
2015-04-30,Barreiras-BA (Graos),11.34,22.11,25.28
2015-05-01,Barreiras-BA (Graos),3.6,22.86,27.53
2015-05-02,Barreiras-BA (Graos),0.72,23.19,28.11
2015-05-03,Barreiras-BA (Graos),0.17,22.89,28.29
2015-05-04,Barreiras-BA (Graos),0.05,23.57,28.66
2015-05-05,Barreiras-BA (Graos),0.05,24.0,29.06
2015-05-06,Barreiras-BA (Graos),0.01,24.0,29.39
2015-05-07,Barreiras-BA (Graos),0.0,24.43,29.7
2015-05-08,Barreiras-BA (Graos),0.02,24.52,29.72
2015-05-09,Barreiras-BA (Graos),1.92,24.28,29.39
2015-05-10,Barreiras-BA (Graos),0.03,23.77,28.76
2015-05-11,Barreiras-BA (Graos),0.0,24.3,29.2
2015-05-12,Barreiras-BA (Graos),0.01,24.74,29.91
2015-05-13,Barreiras-BA (Graos),1.05,24.48,29.8
2015-05-14,Barreiras-BA (Graos),0.21,24.14,30.55
2015-05-15,Barreiras-BA (Graos),0.46,24.11,29.72
2015-05-16,Barreiras-BA (Graos),0.16,23.58,29.97
2015-05-17,Barreiras-BA (Graos),0.0,24.34,30.54
2015-05-18,Barreiras-BA (Graos),0.0,24.01,31.08
2015-05-19,Barreiras-BA (Graos),0.0,24.52,31.45
2015-05-20,Barreiras-BA (Graos),0.0,25.04,31.7
2015-05-21,Barreiras-BA (Graos),0.0,24.86,31.69
2015-05-22,Barreiras-BA (Graos),0.0,25.3,31.69
2015-05-23,Barreiras-BA (Graos),0.0,24.24,31.69
2015-05-24,Barreiras-BA (Graos),0.0,23.85,31.73
2015-05-25,Barreiras-BA (Graos),0.0,24.77,32.73
2015-05-26,Barreiras-BA (Graos),0.0,25.02,32.96
2015-05-27,Barreiras-BA (Graos),0.07,25.2,32.53
2015-05-28,Barreiras-BA (Graos),0.01,26.08,32.83
2015-05-29,Barreiras-BA (Graos),0.0,27.03,33.65
2015-05-30,Barreiras-BA (Graos),0.0,27.07,34.21
2015-05-31,Barreiras-BA (Graos),0.0,26.27,34.25
2015-06-01,Barreiras-BA (Graos),0.0,25.88,33.87
2015-06-02,Barreiras-BA (Graos),0.0,25.35,33.79
2015-06-03,Barreiras-BA (Graos),0.0,25.75,33.1
2015-06-04,Barreiras-BA (Graos),0.0,25.73,33.06
2015-06-05,Barreiras-BA (Graos),0.0,26.06,33.09
2015-06-06,Barreiras-BA (Graos),0.0,24.95,30.67
2015-06-07,Barreiras-BA (Graos),0.01,24.26,28.94
2015-06-08,Barreiras-BA (Graos),0.1,24.05,29.97
2015-06-09,Barreiras-BA (Graos),0.0,24.97,32.19
2015-06-10,Barreiras-BA (Graos),0.02,25.46,32.21
2015-06-11,Barreiras-BA (Graos),0.0,25.47,32.95
2015-06-12,Barreiras-BA (Graos),0.0,25.34,32.14
2015-06-13,Barreiras-BA (Graos),0.0,25.4,32.79
2015-06-14,Barreiras-BA (Graos),0.0,25.72,33.89
2015-06-15,Barreiras-BA (Graos),0.0,26.59,33.56
2015-06-16,Barreiras-BA (Graos),0.0,26.56,34.94
2015-06-17,Barreiras-BA (Graos),0.0,25.19,33.01
2015-06-18,Barreiras-BA (Graos),0.0,23.58,31.42
2015-06-19,Barreiras-BA (Graos),0.0,24.03,32.45
2015-06-20,Barreiras-BA (Graos),0.0,23.78,31.93
2015-06-21,Barreiras-BA (Graos),0.0,22.12,28.43
2015-06-22,Barreiras-BA (Graos),0.0,23.06,31.06
2015-06-23,Barreiras-BA (Graos),0.0,22.74,30.37
2015-06-24,Barreiras-BA (Graos),0.0,23.86,31.29
2015-06-25,Barreiras-BA (Graos),0.01,25.58,32.49
2015-06-26,Barreiras-BA (Graos),0.02,24.25,30.49
2015-06-27,Barreiras-BA (Graos),0.0,23.41,30.42
2015-06-28,Barreiras-BA (Graos),0.0,24.01,30.36
2015-06-29,Barreiras-BA (Graos),0.0,24.4,31.1
2015-06-30,Barreiras-BA (Graos),0.0,24.15,29.28
2015-07-01,Barreiras-BA (Graos),0.0,24.61,30.82
2015-07-02,Barreiras-BA (Graos),0.0,24.87,32.46
2015-07-03,Barreiras-BA (Graos),0.0,25.07,32.66
2015-07-04,Barreiras-BA (Graos),0.0,26.33,33.25
2015-07-05,Barreiras-BA (Graos),0.0,27.09,34.51
2015-07-06,Barreiras-BA (Graos),0.0,26.51,33.19
2015-07-07,Barreiras-BA (Graos),0.0,25.15,31.13
2015-07-08,Barreiras-BA (Graos),0.0,24.88,30.63
2015-07-09,Barreiras-BA (Graos),0.0,25.67,31.81
2015-07-10,Barreiras-BA (Graos),0.0,25.8,33.18
2015-07-11,Barreiras-BA (Graos),0.0,26.41,33.44
2015-07-12,Barreiras-BA (Graos),0.0,25.67,32.64
2015-07-13,Barreiras-BA (Graos),0.0,25.33,33.24
2015-07-14,Barreiras-BA (Graos),0.0,24.76,32.39
2015-07-15,Barreiras-BA (Graos),0.0,24.46,31.84
2015-07-16,Barreiras-BA (Graos),0.0,23.59,31.17
2015-07-17,Barreiras-BA (Graos),0.0,23.01,30.49
2015-07-18,Barreiras-BA (Graos),0.0,22.78,30.45
2015-07-19,Barreiras-BA (Graos),0.0,22.94,30.95
2015-07-20,Barreiras-BA (Graos),0.0,22.99,31.52
2015-07-21,Barreiras-BA (Graos),0.0,24.12,32.6
2015-07-22,Barreiras-BA (Graos),0.0,24.63,32.56
2015-07-23,Barreiras-BA (Graos),0.0,24.49,32.51
2015-07-24,Barreiras-BA (Graos),0.0,24.61,32.25
2015-07-25,Barreiras-BA (Graos),0.0,25.65,32.44
2015-07-26,Barreiras-BA (Graos),0.0,25.84,33.05
2015-07-27,Barreiras-BA (Graos),0.0,25.67,33.64
2015-07-28,Barreiras-BA (Graos),0.0,26.23,34.19
2015-07-29,Barreiras-BA (Graos),0.0,24.76,33.09
2015-07-30,Barreiras-BA (Graos),0.0,24.07,32.67
2015-07-31,Barreiras-BA (Graos),0.0,23.53,32.53
2015-08-01,Barreiras-BA (Graos),0.0,23.11,31.92
2015-08-02,Barreiras-BA (Graos),0.0,23.44,31.99
2015-08-03,Barreiras-BA (Graos),0.0,22.88,31.95
2015-08-04,Barreiras-BA (Graos),0.0,23.09,32.51
2015-08-05,Barreiras-BA (Graos),0.0,23.06,32.4
2015-08-06,Barreiras-BA (Graos),0.0,23.69,33.05
2015-08-07,Barreiras-BA (Graos),0.0,24.15,33.12
2015-08-08,Barreiras-BA (Graos),0.22,23.94,32.5
2015-08-09,Barreiras-BA (Graos),0.0,23.45,32.31
2015-08-10,Barreiras-BA (Graos),0.0,23.95,32.3
2015-08-11,Barreiras-BA (Graos),0.0,23.29,31.21
2015-08-12,Barreiras-BA (Graos),0.0,21.96,30.39
2015-08-13,Barreiras-BA (Graos),0.0,22.48,30.56
2015-08-14,Barreiras-BA (Graos),0.0,23.08,31.51
2015-08-15,Barreiras-BA (Graos),0.0,25.24,32.92
2015-08-16,Barreiras-BA (Graos),0.0,25.95,32.59
2015-08-17,Barreiras-BA (Graos),0.0,23.81,31.85
2015-08-18,Barreiras-BA (Graos),0.0,24.14,32.53
2015-08-19,Barreiras-BA (Graos),0.0,25.39,32.85
2015-08-20,Barreiras-BA (Graos),0.0,27.18,33.94
2015-08-21,Barreiras-BA (Graos),0.0,28.68,36.06
2015-08-22,Barreiras-BA (Graos),0.0,28.68,35.66
2015-08-23,Barreiras-BA (Graos),0.0,28.34,34.36
2015-08-24,Barreiras-BA (Graos),0.0,28.58,35.53
2015-08-25,Barreiras-BA (Graos),0.0,27.67,35.27
2015-08-26,Barreiras-BA (Graos),0.0,26.9,35.59
2015-08-27,Barreiras-BA (Graos),0.5,26.86,36.55
2015-08-28,Barreiras-BA (Graos),0.0,27.32,36.26
2015-08-29,Barreiras-BA (Graos),0.0,27.0,35.28
2015-08-30,Barreiras-BA (Graos),0.0,26.63,34.01
2015-08-31,Barreiras-BA (Graos),0.0,26.17,34.3
2015-09-01,Barreiras-BA (Graos),0.0,26.05,35.13
2015-09-02,Barreiras-BA (Graos),0.0,26.45,35.97
2015-09-03,Barreiras-BA (Graos),0.0,26.74,35.64
2015-09-04,Barreiras-BA (Graos),0.0,27.6,36.55
2015-09-05,Barreiras-BA (Graos),0.0,28.94,38.04
2015-09-06,Barreiras-BA (Graos),0.0,28.46,37.39
2015-09-07,Barreiras-BA (Graos),0.0,28.97,37.65
2015-09-08,Barreiras-BA (Graos),0.0,27.97,36.8
2015-09-09,Barreiras-BA (Graos),0.0,27.73,36.91
2015-09-10,Barreiras-BA (Graos),0.0,28.33,37.27
2015-09-11,Barreiras-BA (Graos),0.0,27.99,36.52
2015-09-12,Barreiras-BA (Graos),0.0,28.43,37.52
2015-09-13,Barreiras-BA (Graos),0.0,29.69,38.36
2015-09-14,Barreiras-BA (Graos),0.0,30.32,37.38
2015-09-15,Barreiras-BA (Graos),0.0,28.87,36.79
2015-09-16,Barreiras-BA (Graos),0.0,26.87,35.37
2015-09-17,Barreiras-BA (Graos),0.0,27.31,36.25
2015-09-18,Barreiras-BA (Graos),0.0,27.38,36.6
2015-09-19,Barreiras-BA (Graos),0.0,26.99,36.05
2015-09-20,Barreiras-BA (Graos),0.0,27.98,34.9
2015-09-21,Barreiras-BA (Graos),0.0,29.12,35.52
2015-09-22,Barreiras-BA (Graos),0.0,29.63,36.32
2015-09-23,Barreiras-BA (Graos),0.0,29.18,37.7
2015-09-24,Barreiras-BA (Graos),0.0,28.62,37.63
2015-09-25,Barreiras-BA (Graos),0.0,28.53,37.81
2015-09-26,Barreiras-BA (Graos),0.0,29.2,38.86
2015-09-27,Barreiras-BA (Graos),0.0,29.09,38.18
2015-09-28,Barreiras-BA (Graos),0.0,28.58,37.56
2015-09-29,Barreiras-BA (Graos),0.01,29.66,38.01
2015-09-30,Barreiras-BA (Graos),0.0,28.99,37.65
2015-10-01,Barreiras-BA (Graos),0.0,28.83,37.48
2015-10-02,Barreiras-BA (Graos),0.0,29.43,37.43
2015-10-03,Barreiras-BA (Graos),0.0,28.93,37.74
2015-10-04,Barreiras-BA (Graos),0.0,30.27,39.32
2015-10-05,Barreiras-BA (Graos),0.02,32.2,40.19
2015-10-06,Barreiras-BA (Graos),0.44,31.44,38.24
2015-10-07,Barreiras-BA (Graos),0.03,31.18,37.7
2015-10-08,Barreiras-BA (Graos),0.0,30.7,37.59
2015-10-09,Barreiras-BA (Graos),0.0,29.1,37.24
2015-10-10,Barreiras-BA (Graos),0.0,29.8,37.43
2015-10-11,Barreiras-BA (Graos),0.0,29.16,37.36
2015-10-12,Barreiras-BA (Graos),0.0,28.41,37.0
2015-10-13,Barreiras-BA (Graos),0.0,28.81,37.47
2015-10-14,Barreiras-BA (Graos),0.0,29.54,37.68
2015-10-15,Barreiras-BA (Graos),0.0,30.48,38.4
2015-10-16,Barreiras-BA (Graos),0.0,29.63,38.32
2015-10-17,Barreiras-BA (Graos),0.0,29.86,39.27
2015-10-18,Barreiras-BA (Graos),0.0,29.5,39.16
2015-10-19,Barreiras-BA (Graos),0.0,28.67,37.99
2015-10-20,Barreiras-BA (Graos),0.0,29.41,38.43
2015-10-21,Barreiras-BA (Graos),0.0,30.98,39.84
2015-10-22,Barreiras-BA (Graos),0.0,32.68,41.08
2015-10-23,Barreiras-BA (Graos),2.89,32.04,39.9
2015-10-24,Barreiras-BA (Graos),6.86,31.17,37.42
2015-10-25,Barreiras-BA (Graos),0.67,30.22,37.22
2015-10-26,Barreiras-BA (Graos),0.95,28.62,34.91
2015-10-27,Barreiras-BA (Graos),0.01,30.15,38.06
2015-10-28,Barreiras-BA (Graos),0.03,31.66,38.7
2015-10-29,Barreiras-BA (Graos),0.14,31.93,38.69
2015-10-30,Barreiras-BA (Graos),1.92,26.34,29.46
2015-10-31,Barreiras-BA (Graos),0.14,28.26,34.22
2015-11-01,Barreiras-BA (Graos),1.56,28.01,33.44
2015-11-02,Barreiras-BA (Graos),0.58,28.81,35.6
2015-11-03,Barreiras-BA (Graos),0.0,29.31,37.86
2015-11-04,Barreiras-BA (Graos),0.13,29.77,38.05
2015-11-05,Barreiras-BA (Graos),0.0,29.74,38.4
2015-11-06,Barreiras-BA (Graos),0.0,29.83,35.82
2015-11-07,Barreiras-BA (Graos),0.01,31.82,40.42
2015-11-08,Barreiras-BA (Graos),0.01,31.97,39.12
2015-11-09,Barreiras-BA (Graos),0.02,30.19,38.87
2015-11-10,Barreiras-BA (Graos),0.0,30.13,38.4
2015-11-11,Barreiras-BA (Graos),0.0,29.88,38.77
2015-11-12,Barreiras-BA (Graos),0.0,30.86,39.38
2015-11-13,Barreiras-BA (Graos),0.0,32.0,38.79
2015-11-14,Barreiras-BA (Graos),0.07,31.62,38.48
2015-11-15,Barreiras-BA (Graos),3.26,31.21,36.35
2015-11-16,Barreiras-BA (Graos),1.24,27.86,32.88
2015-11-17,Barreiras-BA (Graos),2.76,25.38,28.64
2015-11-18,Barreiras-BA (Graos),0.02,28.87,35.39
2015-11-19,Barreiras-BA (Graos),1.49,28.72,34.37
2015-11-20,Barreiras-BA (Graos),2.9,28.49,35.17
2015-11-21,Barreiras-BA (Graos),3.97,27.67,34.87
2015-11-22,Barreiras-BA (Graos),1.1,28.5,33.83
2015-11-23,Barreiras-BA (Graos),17.58,28.91,35.19
2015-11-24,Barreiras-BA (Graos),22.45,24.42,27.14
2015-11-25,Barreiras-BA (Graos),23.99,26.85,33.17
2015-11-26,Barreiras-BA (Graos),8.02,25.75,28.75
2015-11-27,Barreiras-BA (Graos),0.41,25.64,28.99
2015-11-28,Barreiras-BA (Graos),7.21,25.92,29.65
2015-11-29,Barreiras-BA (Graos),5.49,26.06,30.44
2015-11-30,Barreiras-BA (Graos),0.02,26.99,33.0
2015-12-01,Barreiras-BA (Graos),0.0,26.79,34.01
2015-12-02,Barreiras-BA (Graos),0.0,27.08,34.19
2015-12-03,Barreiras-BA (Graos),0.0,27.83,35.06
2015-12-04,Barreiras-BA (Graos),0.0,29.95,35.81
2015-12-05,Barreiras-BA (Graos),5.97,27.04,30.99
2015-12-06,Barreiras-BA (Graos),8.38,26.43,30.64
2015-12-07,Barreiras-BA (Graos),0.24,25.73,30.19
2015-12-08,Barreiras-BA (Graos),0.12,27.71,33.8
2015-12-09,Barreiras-BA (Graos),0.0,28.71,34.86
2015-12-10,Barreiras-BA (Graos),0.0,28.43,35.57
2015-12-11,Barreiras-BA (Graos),0.0,29.3,37.16
2015-12-12,Barreiras-BA (Graos),0.08,29.31,37.53
2015-12-13,Barreiras-BA (Graos),3.56,29.85,36.71
2015-12-14,Barreiras-BA (Graos),1.48,29.34,37.16
2015-12-15,Barreiras-BA (Graos),0.0,28.41,37.52
2015-12-16,Barreiras-BA (Graos),0.06,28.79,37.85
2015-12-17,Barreiras-BA (Graos),0.14,29.71,37.86
2015-12-18,Barreiras-BA (Graos),0.19,30.76,38.21
2015-12-19,Barreiras-BA (Graos),0.0,31.11,38.2
2015-12-20,Barreiras-BA (Graos),0.01,30.81,37.19
2015-12-21,Barreiras-BA (Graos),1.42,30.04,36.99
2015-12-22,Barreiras-BA (Graos),0.57,29.73,36.52
2015-12-23,Barreiras-BA (Graos),0.11,31.09,38.35
2015-12-24,Barreiras-BA (Graos),0.0,30.42,37.74
2015-12-25,Barreiras-BA (Graos),0.03,31.31,37.72
2015-12-26,Barreiras-BA (Graos),1.04,29.95,34.91
2015-12-27,Barreiras-BA (Graos),0.86,30.12,36.62
2015-12-28,Barreiras-BA (Graos),1.24,29.8,37.32
2015-12-29,Barreiras-BA (Graos),0.91,29.98,36.96
2015-12-30,Barreiras-BA (Graos),9.17,26.09,29.59
2015-12-31,Barreiras-BA (Graos),1.35,28.73,35.38
2016-01-01,Barreiras-BA (Graos),0.44,29.82,36.69
2016-01-02,Barreiras-BA (Graos),16.74,27.31,31.81
2016-01-03,Barreiras-BA (Graos),12.9,26.34,30.76
2016-01-04,Barreiras-BA (Graos),10.35,25.5,30.37
2016-01-05,Barreiras-BA (Graos),24.35,24.79,29.19
2016-01-06,Barreiras-BA (Graos),11.93,25.11,29.97
2016-01-07,Barreiras-BA (Graos),6.64,23.6,26.72
2016-01-08,Barreiras-BA (Graos),12.2,24.44,29.22
2016-01-09,Barreiras-BA (Graos),34.76,23.9,27.16
2016-01-10,Barreiras-BA (Graos),1.5,24.52,28.47
2016-01-11,Barreiras-BA (Graos),0.14,24.85,29.04
2016-01-12,Barreiras-BA (Graos),10.81,25.34,29.02
2016-01-13,Barreiras-BA (Graos),26.26,24.18,27.65
2016-01-14,Barreiras-BA (Graos),3.33,23.88,27.37
2016-01-15,Barreiras-BA (Graos),15.05,24.24,28.15
2016-01-16,Barreiras-BA (Graos),25.4,24.76,28.85
2016-01-17,Barreiras-BA (Graos),15.96,23.97,27.34
2016-01-18,Barreiras-BA (Graos),20.97,23.46,27.37
2016-01-19,Barreiras-BA (Graos),37.29,23.54,27.13
2016-01-20,Barreiras-BA (Graos),93.28,23.06,25.12
2016-01-21,Barreiras-BA (Graos),31.8,23.19,25.95
2016-01-22,Barreiras-BA (Graos),12.82,23.51,26.95
2016-01-23,Barreiras-BA (Graos),48.53,23.71,27.18
2016-01-24,Barreiras-BA (Graos),10.27,23.94,28.08
2016-01-25,Barreiras-BA (Graos),6.57,24.85,28.88
2016-01-26,Barreiras-BA (Graos),7.45,24.88,27.84
2016-01-27,Barreiras-BA (Graos),28.99,23.85,26.36
2016-01-28,Barreiras-BA (Graos),28.99,22.6,25.55
2016-01-29,Barreiras-BA (Graos),2.82,23.32,26.92
2016-01-30,Barreiras-BA (Graos),0.13,23.21,28.24
2016-01-31,Barreiras-BA (Graos),0.21,22.42,27.47
2016-02-01,Barreiras-BA (Graos),2.47,22.83,27.54
2016-02-02,Barreiras-BA (Graos),2.66,22.99,26.87
2016-02-03,Barreiras-BA (Graos),0.23,23.33,27.67
2016-02-04,Barreiras-BA (Graos),0.44,23.52,27.01
2016-02-05,Barreiras-BA (Graos),0.18,23.67,27.34
2016-02-06,Barreiras-BA (Graos),0.01,24.39,29.66
2016-02-07,Barreiras-BA (Graos),0.0,24.06,29.21
2016-02-08,Barreiras-BA (Graos),0.0,24.1,29.27
2016-02-09,Barreiras-BA (Graos),0.0,24.35,29.14
2016-02-10,Barreiras-BA (Graos),0.0,24.47,29.83
2016-02-11,Barreiras-BA (Graos),0.0,25.09,30.84
2016-02-12,Barreiras-BA (Graos),0.31,25.55,30.98
2016-02-13,Barreiras-BA (Graos),1.17,25.24,30.54
2016-02-14,Barreiras-BA (Graos),4.96,24.67,29.35
2016-02-15,Barreiras-BA (Graos),0.63,24.42,29.52
2016-02-16,Barreiras-BA (Graos),1.15,24.72,30.68
2016-02-17,Barreiras-BA (Graos),0.0,24.23,30.57
2016-02-18,Barreiras-BA (Graos),0.01,23.95,30.81
2016-02-19,Barreiras-BA (Graos),0.03,23.63,29.33
2016-02-20,Barreiras-BA (Graos),0.0,24.99,30.84
2016-02-21,Barreiras-BA (Graos),0.07,24.94,30.94
2016-02-22,Barreiras-BA (Graos),0.01,24.92,31.64
2016-02-23,Barreiras-BA (Graos),0.0,25.41,32.61
2016-02-24,Barreiras-BA (Graos),0.0,25.57,31.91
2016-02-25,Barreiras-BA (Graos),0.13,26.98,33.57
2016-02-26,Barreiras-BA (Graos),0.0,26.05,32.2
2016-02-27,Barreiras-BA (Graos),0.0,26.68,33.76
2016-02-28,Barreiras-BA (Graos),0.0,27.05,33.78
2016-02-29,Barreiras-BA (Graos),0.0,27.71,34.69
2016-03-01,Barreiras-BA (Graos),0.0,27.64,34.88
2016-03-02,Barreiras-BA (Graos),0.01,27.34,34.47
2016-03-03,Barreiras-BA (Graos),0.0,27.27,33.72
2016-03-04,Barreiras-BA (Graos),0.03,27.76,34.23
2016-03-05,Barreiras-BA (Graos),9.91,27.09,33.64
2016-03-06,Barreiras-BA (Graos),40.37,25.6,29.47
2016-03-07,Barreiras-BA (Graos),1.35,25.14,28.3
2016-03-08,Barreiras-BA (Graos),0.65,25.58,29.72
2016-03-09,Barreiras-BA (Graos),0.02,25.39,29.41
2016-03-10,Barreiras-BA (Graos),0.16,25.58,29.98
2016-03-11,Barreiras-BA (Graos),0.16,25.94,29.66
